"CustomerID";"Industry";"Region";"Revenue";"Employees"
716;"Transportation";"South America";14353526;136
717;"Healthcare";"South America";92439798;126
718;"Manufacturing";"Middle East";80555353;1344
719;"Transportation";"Middle East";350173385;88
720;"Manufacturing";"Africa";28121757;944
721;"Finance";"Africa";9642929;559
722;"Healthcare";"North America";1028625;188
723;"Manufacturing";"Europe";22833552;299
724;"Technology";"Middle East";16820569;113
725;"Technology";"South America";4182215;99
726;"Retail";"Asia-Pacific";403266535;82
727;"Healthcare";"South America";32431216;185
728;"Healthcare";"Europe";66040922;477
729;"Retail";"Africa";340297799;29
730;"Manufacturing";"South America";295465560;654
731;"Healthcare";"North America";13704813;13
732;"Technology";"Europe";4045315;414
733;"Technology";"Africa";4144480;343
734;"Transportation";"Asia-Pacific";49461504;170
735;"Finance";"Africa";40348050;49
736;"Healthcare";"North America";19497054;713
737;"Manufacturing";"Europe";61319247;279
738;"Retail";"Asia-Pacific";63913140;166
739;"Retail";"North America";17494127;37
740;"Manufacturing";"Africa";32006468;23
741;"Energy";"North America";49518184;911
742;"Education";"Europe";241069531;881
743;"Finance";"Middle East";1462785;989
744;"Retail";"North America";34566079;108
745;"Healthcare";"North America";10742533;484
746;"Finance";"Africa";74101438;4098
747;"Healthcare";"Africa";7627144;869
748;"Energy";"Asia-Pacific";18560992;1447
749;"Technology";"Africa";3825896;116
750;"Finance";"South America";88491224;448
751;"Transportation";"Europe";110427148;754
752;"Retail";"Europe";239094600;4971
753;"Finance";"Middle East";488615924;94
754;"Finance";"Middle East";39397196;597
755;"Finance";"Europe";81935646;542
756;"Education";"Middle East";115099203;427
757;"Finance";"Asia-Pacific";209571681;462
758;"Healthcare";"Africa";12716220;48
759;"Technology";"Europe";3329701;73
760;"Energy";"Middle East";17087789;3649
761;"Manufacturing";"Europe";317646723;173
762;"Finance";"South America";282937189;378
763;"Retail";"North America";52887698;28
764;"Finance";"Africa";33565381;397
765;"Retail";"Europe";32619233;20
766;"Healthcare";"North America";62417420;21
767;"Retail";"Middle East";4390742;4658
768;"Transportation";"North America";90912236;17
769;"Manufacturing";"Africa";72910282;497
770;"Technology";"Europe";3887296;664
771;"Retail";"South America";96531927;46
772;"Retail";"Middle East";301302013;30
773;"Technology";"Europe";86291014;272
774;"Manufacturing";"Africa";124733272;3615
775;"Finance";"Middle East";6100500;247
776;"Retail";"Asia-Pacific";420343694;4983
777;"Technology";"North America";42371392;438
778;"Transportation";"Africa";190936006;604
779;"Transportation";"Asia-Pacific";54032654;710
780;"Healthcare";"Europe";402654356;92
781;"Technology";"South America";123277458;468
782;"Healthcare";"Middle East";56978140;11
783;"Transportation";"North America";34521816;3823
784;"Manufacturing";"Middle East";4360160;836
785;"Finance";"Europe";33611312;459
786;"Technology";"Middle East";16674335;36
787;"Energy";"North America";14268720;2650
788;"Transportation";"Europe";398154274;240
789;"Transportation";"Middle East";23037099;986
790;"Energy";"South America";1079973;42
791;"Education";"Africa";17384217;3268
792;"Transportation";"Europe";24828426;629
793;"Retail";"Africa";4906402;58
794;"Manufacturing";"Europe";3042823;301
795;"Technology";"South America";37825389;3976
796;"Energy";"Africa";2502025;2916
797;"Retail";"Asia-Pacific";140133569;376
798;"Energy";"North America";3591661;4691
799;"Technology";"Asia-Pacific";21912584;601
800;"Healthcare";"Middle East";120554754;460
801;"Technology";"South America";34178388;978
802;"Education";"Asia-Pacific";1225049;160
803;"Technology";"Europe";2317191;69
804;"Technology";"Middle East";64846767;232
805;"Education";"Middle East";64677441;3697
806;"Manufacturing";"Asia-Pacific";268519579;21
807;"Transportation";"Asia-Pacific";29468532;2931
808;"Technology";"South America";25438684;216
809;"Education";"North America";2836185;179
810;"Retail";"Asia-Pacific";72315019;563
811;"Healthcare";"Asia-Pacific";7380932;4181
812;"";"Africa";2654753;875
813;"Technology";"Europe";18685039;2013
814;"Manufacturing";"Africa";58793380;221
815;"Manufacturing";"Africa";60104107;1670
816;"Retail";"Middle East";20571107;1269
817;"Technology";"North America";183173418;43
818;"Healthcare";"Europe";30905942;460
819;"Manufacturing";"South America";7086213;912
820;"Technology";"South America";40135725;152
821;"Energy";"Asia-Pacific";2501681;40
822;"Manufacturing";"Asia-Pacific";488655467;559
823;"Education";"South America";15302330;447
824;"Energy";"Asia-Pacific";12313834;328
825;"Transportation";"North America";178308332;4867
826;"Manufacturing";"Africa";410927380;825
827;"Healthcare";"Asia-Pacific";403989142;34
828;"Finance";"Middle East";10044842;181
829;"Energy";"Asia-Pacific";4122166;396
830;"Transportation";"Europe";14376079;481
831;"Retail";"North America";49419310;198
832;"Retail";"Europe";406146420;918
833;"Healthcare";"Europe";3446459;654
834;"Manufacturing";"Middle East";56592910;882
835;"Technology";"North America";227530787;14
836;"Manufacturing";"North America";2188554;1227
837;"Healthcare";"North America";71794866;389
838;"Retail";"North America";3993934;976
839;"Manufacturing";"North America";12909699;59
840;"Retail";"Middle East";355275796;47
841;"Energy";"Asia-Pacific";94810380;334
842;"Transportation";"Europe";20258517;711
843;"Technology";"North America";18538066;560
844;"Energy";"Asia-Pacific";277517901;928
845;"Retail";"Asia-Pacific";56428540;20
846;"Retail";"Europe";84259907;158
847;"Finance";"Middle East";49105135;158
848;"Finance";"South America";3679156;18
849;"Energy";"South America";249777971;30
850;"Education";"Asia-Pacific";94731930;4800
851;"Energy";"Africa";46417902;NA
852;"Finance";"Africa";NA;NA
853;"Retail";"Europe";83978658;12
854;"Healthcare";"South America";32056199;21
855;"Energy";"Asia-Pacific";99397865;1476
856;"Retail";"Middle East";9117923;80
857;"Healthcare";"South America";16991709;35
858;"Healthcare";"Asia-Pacific";2418897;30
859;"Finance";"Asia-Pacific";11303745;656
860;"Energy";"North America";80060464;4832
861;"Manufacturing";"Middle East";20698956;84
862;"Technology";"North America";32290137;91
863;"Finance";"Europe";79446493;101
864;"Finance";"North America";89833034;275
865;"Manufacturing";"North America";45920774;32
866;"Technology";"South America";26143326;376
867;"Retail";"Africa";20175211;884
868;"Education";"Asia-Pacific";27519817;650
869;"Energy";"Middle East";62481574;473
870;"Education";"North America";27412620;14
871;"Retail";"Middle East";9257950;608
872;"Transportation";"Africa";13654406;2675
873;"Finance";"Africa";2530814;471
874;"Technology";"North America";70668329;36
875;"Finance";"Europe";3826684;1931
